0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371
952.418142,953.1180303,953.8198578,954.5218084,955.2257055,955.9297277,956.6357036,957.3418064,958.0498703,958.7580632,959.4682243,960.1785164,960.8898609,961.6031848,962.3166426,963.0320873,963.7476677,964.4652426,965.1829553,965.9026699,966.6225242,967.3443881,968.0663939,968.7904167,969.5145834,970.2398336,970.9671124,971.6945381,972.4240002,973.1536113,973.8852666,974.617073,975.3509313,976.0849428,976.8210142,977.5572409,978.2945782,979.0339872,979.7735547,980.5152019,981.2570099,982.0009054,982.7449639,983.4911181,984.2374374,984.9858605,985.734451,986.4841802,987.2360254,987.9880414,988.7421815,989.4964947,990.2529403,991.0095613,991.7683229,992.5272622,993.2883506,994.049619,994.8120551,995.5766529,996.3414343,997.1083857,997.875523,998.644839,999.4143432,1000.185734,1000.958017,1001.731593,1002.506266,1003.282238,1004.059311,1004.837691,1005.617176,1006.397974,1007.179985,1007.96311,1008.747556,1009.533122,1010.320015,1011.108033,1011.897383,1012.687865,1013.479685,1014.272745,1015.066943,1015.86249,1016.659181,1017.457226,1018.256421,1019.056977,1019.858792,1020.661766,1021.46611,1022.271618,1023.078503,1023.886557,1024.695993,1025.506605,1026.318606,1027.131894,1027.946367,1028.762238,1029.579298,1030.397764,1031.217426,1032.0385,1032.860775,1033.684469,1034.509478,1035.335697,1036.163344,1036.992208,1037.822507,1038.654029,1039.486992,1040.321185,1041.156825,1041.993809,1042.832031,1043.671712,1044.512637,1045.355028,1046.198669,1047.043782,1047.890262,1048.738001,1049.587224,1050.437712,1051.289691,1052.142942,1052.99769,1053.853716,1054.711247,1055.570175,1056.430391,1057.292123,1058.155149,1059.019697,1059.885547,1060.752927,1061.621614,1062.491839,1063.363491,1064.236461,1065.11098,1065.986823,1066.864221,1067.742952,1068.623245,1069.50499,1070.388078,1071.27274,1072.15875,1073.046342,1073.93529,1074.825827,1075.717727,1076.611224,1077.506207,1078.402562,1079.300527,1080.199872,1081.100833,1082.003182,1082.907155,1083.812523,1084.719524,1085.628043,1086.537968,1087.449538,1088.36252,1089.277156,1090.193211,1091.110927,1092.030189,1092.950882,1093.873249,1094.797054,1095.72254,1096.649473,1097.578095,1098.508171,1099.439945,1100.373302,1101.308123,1102.244655,1103.18266,1104.122384,1105.063589,1106.006522,1106.950943,1107.897102,1108.844879,1109.794155,1110.745182,1111.697717,1112.652011,1113.60782,1114.565397,1115.524622,1116.485375,1117.44791,1118.41198,1119.377841,1120.345246,1121.31445,1122.285206,1123.257771,1124.232023,1125.20784,1126.185479,1127.164692,1128.145736,1129.128361,1130.112828,1131.098885,1132.086793,1133.076427,1134.067665,1135.060767,1136.055481,1137.05207,1138.050279,1139.050371,1140.052224,1141.055709,1142.061094,1143.068121,1144.077056,1145.087643,1146.100148,1147.114313,1148.130407,1149.148303,1150.167873,1151.189386,1152.212582,1153.237732,1154.264575,1155.293381,1156.323889,1157.356371,1158.390699,1159.426742,1160.464775,1161.504534,1162.546293,1163.589786,1164.63529,1165.682675,1166.731809,1167.78297,1168.83589,1169.890847,1170.947573,1172.006347,1173.0669,1174.129512,1175.194051,1176.260384,1177.328792,1178.399004,1179.471302,1180.545414,1181.621624,1182.699659,1183.779802,1184.86192,1185.945877,1187.031961,1188.119894,1189.209965,1190.301896,1191.395977,1192.49207,1193.59004,1194.690176,1195.792199,1196.8964,1198.002499,1199.110787,1200.220985,1201.333384,1202.447847,1203.564235,1204.682843,1205.803387,1206.926163,1208.050886,1209.177853,1210.306779,1211.437961,1212.57126,1213.706534,1214.844083,1215.983618,1217.125442,1218.269263,1219.415385,1220.563517,1221.713962,1222.866578,1224.021221,1225.178196,1226.33721,1227.49857,1228.661981,1229.82775,1230.995734,1232.165786,1233.338217,1234.512729,1235.689633,1236.86863,1238.050032,1239.233539,1240.419465,1241.607663,1242.797986,1243.990747,1245.185645,1246.382997,1247.582497,1248.784464,1249.988594,1251.195204,1252.404146,1253.61527,1254.828895,1256.044715,1257.263051,1258.483595,1259.70667,1260.932124,1262.159805,1263.390039,1264.622514,1265.857556,1267.094852,1268.33473,1269.576875,1270.821618,1272.068804,1273.318278,1274.570371,1275.824766,1277.081797,1278.341143,1279.603139,1280.867465,1282.134456,1283.403957,1284.675809,1285.950349,1287.227256,1288.506867,1289.788858,1291.073569,1292.360842,1293.650517,1294.942937,1296.237774,1297.53537,1298.835399,1300.138205,1301.443457,1302.751502,1304.06218,1305.375327,1306.691292,1308.009742,1309.331026
